id,text,sentiment
3085,getting to grips with twitter ,1
3086,seems jruby support for hpricot is now two versions behind ,0
3087,"pears &amp; brie, bottle of cabernet, and &quot;win a date with tad hamilton&quot;... oh gawwd my life flashed forward to when i'm 40 with my 75 cats ",0
3088," @USER  cool, i will. their are all kinds of complaints about this laptop online about overheating, but no recalls ",0
3089, @USER  nah! you already gave me that good idea for the strawberry yogurt at menchie's! ,1
3090,people amaze me ,1
3091," @USER  yeah-i'm not completely thrilled w/the weather, but i do love the people and area where i live. tradeoffs ",1
3092," @USER  yeah, it seems so. not so a  @USER  urate but still i liked the service ",1
3093, @USER  we haven't heard from her or sha. ,0
3094,...and relax! i'm on the train!!  you don't get drama like that on the bbc! ,1
3095, @USER  i can't wait to read that. ,1
3096, @USER  lol - nope! but i did have complete #camerafail ,0
3097,did halls of stone yesterday ith a pug with my lvl80 blood dk. was fun and eveything whent fine.  was great time!,1
3098,"debbugging old vb6 code, the day could have started better . . .  ",0
3099, @USER   phone on dnd and lock yer door then ,1
3100, @USER  well i will just keep on posting pics of my boy for everyone to see     WEBSITE2018 ,1
3101, @USER  anxiously awaiting your book! ,1
3102,/thank god for  @USER  slept in and he took ava to daycare. ,1
3103, @USER  sounds gooddd ,1
3104, WEBSITE2018 very good ,1
3105,- sitting in the studio talking to danniee beee who is ignoring me as he is adding friends to his facebook;that is until he reads this ,1
3106, @USER  maybe more hugs is what i need ,1
3107, @USER  the link to today show doesn't work  i think u have to take out  the periods or sumthin...,0
3108, @USER  most quality hosts that offer reseller a  @USER  ounts can do that for you ,1
3109,back from camp!! yay!! what did i miss? ,1
3110,easy rider till i fall asleep ,1
3111, @USER  im sorry i got you sick.  lol. going to bed too. night!,0
3112, @USER  eek that sucks  sorry,0
3113,i know my life has been flipped upside down when i just thought in my head that some ramen sounds good. ,0
3114, @USER  hope you feel better  j,1
3115,good morning everybody! pkoi y fais pas beau  bon coffee time!,0
3116,"one of my friend called me, and asked to meet with her at mid valley today...but i've no time *sigh* ",0
3117, @USER  priscila who??? ,1
3118,"haven't tweeted nearly all day  posted my website tonight, hopefully that goes well  night time!",0
3119," @USER  haha still  and, there is only 17 school days left,not 21.",1
3120, @USER  your phone doesn't like it  sorry,0
3121," @USER  what do you mean, i do those things now and i'm old! ",1
3122,"sad, sad, sad. i don't know why but i hate this feeling  i wanna sleep and i still can't!",0
3123, @USER  i'm sure it would be mine as well! ,1
3124,at joels house watching twilight! yay me ,1
3125,late night shower. refreshing ,1
3126, @USER  aw ok goonite....  ,0
3127,is hungover and hurting real bad ,0
3128, @USER  always interested! ,1
3129, @USER  lol soooo new update? on my way to read it!~ ,1
3130,"sooo cool thanks so much, our stuff just shipped so i should have soon. your the best ",1
3131,trying to figure out how this works! ,1
3132,the italian man who went to malta   WEBSITE2018 good stuff ,1
3133,i can't concentrate ,0
3134,"good luck for lauren and the rest of the cast of tbs, can't wait for something to leak ",1
3135,just an hour and 25mins left of work and then jo and i are hitting the gym ,1
3136,i am chilling at home ,1
3137,can't wait for vegas ,1
3138,1 presentation is done and for you who is going to attend my workshop - be ready for a fun workshop and lots of spelling errors - sorry ,1
3139,doing a site backup of indienorth this morning.  only takes forever.  sigh.  but it's a necessary evil! ,1
3140,gotta seize the day! and a starbucks!!  then to get me movtivated i need my dose of coaching  @USER  the best!,1
3141,at work  then school work all day..finals around the corner i got to get my mind right and go hard!,0
3142,"mum's been taken to hospital, they don't know what's wrong, she's been vomiting since yesterday. rushing back to get to the hospital ",0
3143,"aww this earthquake in italy has made me sad  just saw the pics on the news, it's terrible.",0
3144,jumped off the wharf today. in the coldest wind and rain...really cool ,1
3145,i wanna be in a punk rock band again ,0
3146," @USER  errrrr oops, i could possibly me mistaken  i didnt know any aussies follwed me lol.",1
3147,"today is day 1 of my fast &amp; i feel i may break b4 i go 2 bed  i must hold out til the end of the wk! must stayed focused, wish me luck...",0
3148," @USER  i do  i thank them for example when their code doesn't have many bugs, or when they make it easy for me to automate.",1
3149, @USER  thank you dear! ,1
3150, @USER  levon...couldn't have said it better my self.  ,1
3151, @USER  thankees! hope you got over your bug too. ,1
3152, @USER   @USER  yes exams in two weeks... ,0
3153,"dang!!! another spring break!!!  how cool is that???  too bad i have to work all week  oh well, more money for a phone.  ttyl everbody!!!",0
3154,"our sweet little man just fell asleep while waiting up for daddy and big brother to get home!  poor baby, he missed them so much today!",0
3155,is actually not going to new castle until the afternoon. of what to do with myself? haha. paper it is.  after curves and food!,0
3156,i love sleeping until i'm finished!  ,1
3157,it's a brand new day  dr. horrible is awesome!!!  WEBSITE2018 ,1
3158,*cries* i can't see niko ,0
3159, @USER  www.raideil.com has great hosting. i don't know about domain but you should check them out. ,1
3160, @USER  thank you ,1
3161," @USER  aww, i lost mine at home or in the car.  i've been searching for it since three weeks ago, but i still couldn't find it.",0
3162, @USER  perhaps you should divide production into bits so you don't burn out. just a thought... ,1
3163, @USER  i am nice and burned after tanning because i hadn't gone for so long   lol. oh well.,0
3164,saw an ad on craigslist for a casting call for a female host on g4. i was totally psyched! but realized it was a hoax ,0
3165," @USER  you're going to kill me, but i've not seen ds9. i've been waiting till i can do it in one solid week sitting. ",0
3166,desk up to ï¿½1.24. i think it'll be a flyer! ,1
3167, @USER  no likey..i dunno why its doin it ,0
3168,cant wait for the hillssssss ! ,1
3169," @USER  which is pretty anti memorial tattoos   but for all but the strictest, there's no official ban, just disapproving family",0
3170, @USER  snow??? bet you didn't get as much as us..had to shovel this morning.. ,1
3171, @USER  good morning.  hope you are having a super tuesday!  ,1
3172, @USER  pollen and salt - daphne loves derby . = love. i love your little song tweets so i decided to send you on of my own ,1
3173,dan leapt out of bed to take pictures of the lake. snow on the ground but warm in the low morning sun. bacon time ,1
3174,"just said bye to rose. :/ on the upside, we've been together for eleven months. ",1
3175,wooohhooo the beach was awsome  .. haha i luve ..it the water was soooo cold .. went to seattle to aqui bech or somethin like that =p,1
3176, @USER  did it just begin to... reveal the true nature of the company? ,1
3177, @USER  why were u sleeping?! ur gonna be up all night now  how was ur bike ride?,0
3178," @USER  yeah, i remembered reading about that, i think someone else mentioned it.there's still room in the market ",1
3179,who turned the lights on? it will be time to get ip then ,0
3180,it worked! now i have this feeling that i might have to sleep outside... ,1
3181, @USER  that's horrible  sorryto hear that.,0
3182,"i woke up an hour ago ... now i'm having a hard time going back to bed  in lakewood, ca  WEBSITE2018 ",0
3183," @USER  coffee, for now!  i probably have enough tequila in my liver to tide me over for a while ",1
3184, @USER  oh! did i mention it? &quot;gooooood moooorniiiiiiing&quot;  from germany! im back in my cage....or better...my office ,0
3185,congested nose ,0
3186," @USER  i'm absolutely interested!  i'll shoot you my info in a dm, or of course feel free to share it in a reply and i'll retweet.",1
3187, @USER  i am really good...tired but good ,1
3188," @USER  wah i can't see clip, must be el-stupido work filters. can't wait 'till i get a 'puter. something else 2 blame ex 4. he broke mine ",0
3189, @USER  yeah  is it bcoz kal penn is a visiting lecturer somewhere n cant be on the show anymore? im gonna miss him ,0
3190," @USER   i was just about to x out of here for the night and saw your post, i started laughing!  you are funny!!  ",1
3191, @USER  yeah. too bad people like a certain burrito-eating man exist. ,0
3192,today sucked. i'm gonna die without chris and callum!  wahhh!,0
3193,i am determined to get back into baseball -- it's been 5 years since i've really watched the sport. anyone interested in going to a game? ,1
3194,thanks  @USER  and  @USER  for the enternships.com plugs ,1
3195,"rain, rain, go away... ",0
3196,"up and running, london calling ",1
3197,i don't want to walk home in this snow. who wants to pick me up? ,0
3198,a beautiful morning to you!  hugs!,1
3199, @USER  don't even know who's car it is ,1
3200,is procrastinating... i feel ill.. but don't want to go to bed.  ,0
3201,snow snow snow ah april in ohio ,1
3202, @USER  oh &quot;shooter&quot; is a good movie!  only seen it once tho.  gotta put that back on my &quot;to watch&quot; list! ,1
3203,couple of mt texts didn't arrive here ,0
3204, @USER  lucky you mrskutcher! ,1
3205,morning everyone... even though its pouring cats and dogs outside... its going to be a great day! ,1
3206, @USER  thanks for the affiliate link &amp; the follow ,1
3207, @USER  oooh *heads high killin 'em wit da no* lol didn't think so..  but u don't really know me yet i'm a good tucker inner haha,0
3208,some amazing news for 5yac!! im so stoked follow me to see what comes next  be ready,1
3209," @USER  lol, it's cool, maybe you need a breather ",1
3210,"staying at a friends house...house sitting, neighbors are so loud-having a party ",0
3211,decided to have a go at t-shirt design:  WEBSITE2018 feedback (and or course purchases) welcome! ,1
3212," @USER  crisis averted now, pesky ketchup was eated  next time i'm gonna make toast ",1
3213, @USER  sweet...yea i'm ok! ,1
3214," @USER  ha-ha, don't you go starting again. i've stopped playing with it now, mobbler i mean ",1
3215," @USER  ah, yes, very clever.... i think there may actually be some kind of real idea forming here... ",1
3216,"@ work, forgot my cell @ home. sad ",0
3217," @USER    what did you go see?  be decadent, get a taxi next time!",0
3218," @USER  hah, yea, i suppose ;)  and i love the customer service!! ",1
3219,babe aint callin ,0
3220,i suddenly miss my flintstones vitamin tablets  soooo gooood,0
3221,up early ,0
3222,packing to leave. not ready to go ,0
3223,i am working on my media room design and i love love love my client profile ,1
3224,at work  w asma3 nawal in fe obeerate alwatan tv,0
3225, @USER  good knight hun! looking forward to ur tweets again! hate that i keep missing out on the fun cuz of the time difference ,0
3226, @USER   hmmm...greed is good when it motivates the individual to do better-not so much when it takes away from others ,0
3227," @USER  agreed, i saw the failwhale allllll day today. ",0
3228, @USER  same with me ,0
3229,unstoppable is amazing. rascal flatts are by far the best ,1
3230, @USER  ok thinking smokes or chocolates is what you are talking about  xx,1
3231, @USER  roomie was home all day. all he had to do was scratch at the door. comforter has to goto large laundromat machines. ,0
3232,looooong day finally come to an end. as long as the bebes stay asleep. haha  bring on tomorrow!! b-),1
3233, @USER  .......i  watched the previews that they've been playing way too much.... it looks really bad!! stop watching it.   haha ...,1
3234,"exhausted. even so, my bed is super comfy/cuddly  overall: content.",1
3235,a little sad ,0
3236, @USER  i promise.i am so tired today i think it'll be an early one for me too. tis 4pm &amp; i'm stuffed  #blib,1
3237,"hot compress not rily workng for pulled muscle  gng to bed, good night",0
3238,i own my happiness!! god is great! today will be ï¿½ber productive ,1
3239,sigh... csk.. you're screwed ,0
3240, @USER   all this time you didn't notice i was gone...just needed db2 is it??,0
3241,yuk my nose is peeling again and it hurts ,0
3242,nooooo only one more day of holiday left  ... still so so much work to do...,0
3243, @USER  great episodes.  didnt know there would be two!,1
3244,is basking in a sunny morning outside her window and a cute new belt ,1
3245,my thoughts are with sandra cantu's family at this difficult and sad time ,0
3246," @USER  i got the i can has chezburger book from the lobo, and you are not here to look at it wif me ",0
3247,sad about kutner being killed off my fav show house! ,0
3248, @USER  whats wrong! ,0
3249,finally going to sleep and waking up early to study ,0
3250,i miss him.  can't wait to celebrate the tar heel win this weekend though!!,0
3251,sooo sick of the snow  ughh,0
3252," @USER  hii,, the facts about the uae are mostly common knowledge, but i will make sure to post references when necessary,, thanks ",1
3253,"i had a horrible nightmare last night which affected my sleep, now i'm really tired ",0
3254, @USER  whenever i find a good photo of the day i post it - suggestions are always welcome! ,1
3255, @USER  oh lets let it be a surprise. ,1
3256,good morning my ladys and jon lol! ,1
3257,"haha i've been with my grandma for 2 days. even she's about 5 houses away, i'll still miss her ",0
3258,i'm feeling sorry for myself because i'm kind of sick which means i can't go to a sleepover with my bff. ,0
3259, @USER  wish i was goin to spain ,0
3260,it was a sleepless night ,0
3261," @USER  go to town, bb ",1
3262,"one of the hardest thing with this schedule, no one i can chat with at the end of my day usually ",0
3263,"i dnt like it whn ur sad, it makes me sad too ",0
3264,proud future member of the r.b. ,1
3265, @USER  same imac came out $320 more in indonesia than the states. ,0
3266," @USER  i've seen one of those aisles in borders in oxford. they're... well, tragic ",1
3267,didn't know that twitter screen names had to be that short....englishsenseicafe didn't quit fit ,0
3268," @USER  phew! all that hair, gyal! ",1
3269,being sick nyquil does not work any more ,0
3270, @USER  that was so sad and unexpected.  i totally cried haha.,0
3271, @USER  he has that effect on everyone ,1
3272, @USER  ooh i�m excited and not even going 2 be there  long love youtube!,0
3273," @USER  don't make a topic, am sure you'll get some replies soon. ",1
3274, @USER   yeah!  opening day too!,1
3275, @USER   goodnight miss q  you take care  ,1
3276," @USER  i'm at 900 words, it's all can do  i'll finish tomorrow maybe",0
3277, @USER  i disagree. women are clearly better at multi-tasking. google it ,1
3278,"&quot;on popular music&quot; by t.w.adorno is probably the most difficult reading ever prescribed, i'm actually struggling to continue ",0
3279,"hi, i'm here. i've been on the phone all day long, catching up with calls, making plans, executing strategy. it's been a very good day. ",1
3280,last day in ohio. last day with kip for 6 weeks.  but  then ny watch out!!! i'm coming out!!!,0
3281, @USER  you have an innate sense of good marketing. ,1
3282,"balamurugan, a longterm member of the team is leaving this month. we'll miss working with him  hope he does well in his next venture",0
3283,no gigs tonight...  but sleep seems like a good idea.,0
3284,   uploading pictures on friendster ,1
3285, @USER  haha im not that ballin. i still got bills to paaaaay ,0
3286," @USER  oh sorry. well, hope you are having a good day anyway. ",1
3287,anyone who reads my twitter is either very into education or bored le crazy! might throw in some naughty words to spruce my page up tehe ,1
3288,heading to my office at sunspots recording studios near orlando.  WEBSITE2018 got some auds and radio commercials to read ,1
3289,(and hr) have painstakingly made the huge sacrifice of abruptly slamming our mac lids down. no more distractions! ,1
3290, @USER  not the whole crew ,0
3291," @USER  the 2g cases were like that. but scratches don't void your warrenty, dents do... as i found out ",0
3292,just finished painting the tree for my mural.  i can't wait until its done.,1
3293, @USER  shockingly not! ,0
3294,well bed time now. 1 am. *sighs* back to 6 am mornings for a week on wednesday. ,0
3295,not anymore  how does daisy manage to take up 75% of the bed?,0
3296,"wants someone to listen to love songs, and think of me ",1
3297, @USER  your avatar is teh purdiness ,1
3298,was overwhelmed and ecstatic with all the lovely faery love &amp; wishes that my fabulous faery friends sent me last week...truly uplifting ,1
3299, @USER   its just a saying... got tons of work to do and i'll kick start it with a very strong coffee ... he he not sure about twitt,1
3300,dammit... i need to stop buying furniture ,0
3301, @USER  so what can you tell us about it? i'm totally geeking out right now ,1
3302," @USER  odd, i was just listening to the scotch_mist version of &quot;15 step&quot; when you replied. ",1
3303," @USER  don't feel pressured, none of us expect a reply back, we're just happy to be able to listen to you talk  ",1
3304,going to school soon... can't find anything to wear!! gosh it's so hard ,0
3305, @USER  u seem to love the new ff beta... never seen so many updates from you before ,1
3306, @USER  boooooh to the bold :p change it  actually i want to see it ,1
3307,"is *bucks is a non halal? really? i just saw one of tweets in my friends timeline. to be honest, i never saw halal certificates either ",0
3308, @USER  better be. i don't wanna have to come find u and save the dog. but i would!  i'm all 4 the animals . call off the twit police,1
3309,ok... now i have tkts for 2nite... fast and the furious! hope is great after being sold out for the weekend!... ,1
3310," @USER  lol... and to think a couple years ago i hadn't heard of either.. but now, they're essential! what's next? ",1
3311,"oh, with only 45-minute presentations, there isn't much time for presentation and questions   #tltsym09",0
3312, @USER  ahh ive always wanted to see rent  love the soundtrack!!,0
3313,goodnight everyone ,1
3314, @USER  sounds good. i'm still working thru easter chocs ,0
3315, @USER  but you did go to hash bash anyway.. ,1
3316,todaaaaay! let's show nottingham how things are done! ,1
3317, @USER  how does it feel to have thousands of girls anwering ur every twitter? must be cool ,1
3318,why do i keep looking...i know that what i read is gonna hurt but i still look! i guess it's just a girl thing. ,0
3319, @USER  i think ur right!! hahaha!! 4.5 hrs now!! ,0
3320, @USER  go to sleep. i hope u pee on yourself in the middle of the night.  i'd hate to have to beat u on the golf course tomorrow. ,1
3321, @USER  need an invite to hunch? ,1
3322,completely failed to upload my cute picture... format too big ,0
3323, @USER  good to see you. i'll get some bigmouths to follow you if that helps? ,1
3324,"wow just got how it was great a bunch of new cars, i loved the yellow honda hatchback ez model it kinda looks like mine lol !! ",1
3325,"holy he'll, just had an epic aporto burger with epic amounts of chilli sauce ",1
3326,is still gutted she couldnt see diana sing last night!  but bring on halmiton park in july!,0
3327, @USER  aw that would be nice  x,1
3328, @USER  ahhh i see i see.  im in bed watching ugly betty  lol,1
3329, @USER  i'm sure if i saw you i'd think you're way little! ,1
3330, @USER  thank you precious woman. may you receive that and exceedingly more than you could ever hope for or imagine. ,1
3331, @USER   what's wrong,0
3332, @USER  ur welcome  ...yes i have 'a  @USER  ounting' exam today,1
3333,"getting sick  time for some hot tea, studying, and then sleeeep",0
3334,i don't like lukewarm showers ,0
3335," @USER  um, my kids get up at 5am &amp; need their breakfasts cooked, you ready? ",1
3336,is going 2 funderworld up on the downs 2nite with his cronies! i can't foresee me goin on any of the rides but i ain't paying so screw it ,1
3337, @USER  haha i search things like anyone know? and stuff like that.  nooo problem.,1
3338, @USER  ya we did trying to beat traffic but ya hope to be back soon ,1
3339,"feeling better today, thank you lord! going to try and tackle wal-mart and the grocery store today. ",0
3340,"trying to knock together a coredata app. i have loads of ideas, but not enough ability to write them straight off ",0
3341, @USER   my grandad used to keep ferrets for catching rabbits... horrible stinking things they were too  ,0
3342, @USER  i emailed you yesterday and u never responded ,0
3343,i fell of the tredmill today in sport ,1
3344,just preparing ofr group discussion utterly boring task ,0
3345,need to sleep. but cant ,0
3346, @USER  send me the dvd cos i have missed out on heaps  not happy about that!,0
3347, @USER  you should love brazil more than amsterdam  hahaha,0
3348, @USER  no more worms ,0
3349," @USER  thanks man.  i'm so very grateful.  i feel unworthy of such attention, though, because i'm in this because of myself... ",0
3350, @USER  me too. it's gonna be awesome. eeek! one week! ,1
3351,sitting in sydney text-skyping my dad who is in lhr dep lounge on brink of latest holiday adventure. love the connection. ,1
3352, @USER  thanks for the heads-up. will follow and judge. ,1
3353,i hate to see the spartans so sad ,0
3354,"ready for sun and warmth!! ... working till 3 then, who knows! ",1
3355, @USER  congrats. hopefully we will be seeing you in the fall. ,1
3356,"tuesday is off to a grand start. i just applied for another at-home job. if su  @USER  essful, this will be my 2nd home job and 3rd job total ",1
3357, @USER  hey black hair suits u by the way ,1
3358, @USER  hope you had fun ,1
3359, @USER  no...he's still miss'n... ,0
3360, @USER  i feel your pain  my three bffs all have dates...no ones asking me :-/,0
3361, @USER  what message ,0
3362, @USER  whatcha chucklin bout ms.yen ,1
3363,ryanrossfanz  &lt;-- follow them!  ryan is uber!,1
3364,revising under way...not too bad actually! can't wait to finish though! ,1
3365,"yeah i didn't know that. now i do, thankies  hah",1
3366,ahh well im off doing my work. leave me song names please.   byeee,1
3367,rocking out to no doubt and gonna start up some more neverwinter nights ,1
3368,"shabop shalom! happy good tuesday, guys  (it's a beatles thing...)",1
3369, @USER  mich?! haha anyway i'm drawing a picture of you at the moment and you're hair is annoying me haha  x,1
3370," @USER  actually the test failed, but we could have party  !! bring the drinks",1
3371, @USER  april 9th isn't coming soon enough ,0
3372,true luxury has evolved into something called o.a.t.. you know sounds like haute .. looks like original and timeless ,1
3373, @USER   omgawd i couldnt handle my cat being in heat all the time d: d:,0
3374, @USER  11:04 pm in this part of the world. i could probably very much impress the four walls of my room ,1
3375, @USER  lol yes  it does and i like it that way ,1
3376, @USER  now your leaving me  .... -gets sad-,0
3377, @USER  hey demi! i hope you have a great day! ,1
3378,going to my 8 year old brother's first communion. what a way to kick off that weekend... ,0
3379,i woke up with a scratchy voice...i blame it on the loud cougars at the tavern ,0
3380,i got sunburn today haha. i was outside the wholeee day skatinggg ,1
3381, @USER  jogging while talking about ruby... the new frontier of fitness for the ruby hacker?  seems cool anyway,1
3382,can't fall asleep ,0
3383,my pookie has a uti.  i have to be nurse gabbie and get him back to 100%!!! no more sodas!!!!!!!!!!!!!!,0
3384,totally shocked by the episode of house this eveing  lost one of my favorite characters.,0
3385," @USER  awesome.  home from work around 430, and then have to take the puppy out, then to capones. ",1
3386, @USER   our picnic will be fabulous!,1
3387,i'm gonna be up for a while soinma be posting lost of tweets  just for you martha lol,1
3388,listening to dashboard &quot;ghost of a good thing&quot; mannn definitely takes me down memory lane  good night kids,1
3389, @USER  you can tell him that i just burst out laughing really loud because of that  thanks for making me come out of my sulk!,1
3390," @USER  this is true, lol but it's still a slap in the face after such a warm end of march ",0
3391,homework homework homework ,0
3392,"why to we, the only school in the world, be in this week.my school is silly  anyway... look on the bright side. when i'm off, u will be in",0
3393, @USER  and goodnight also! ,1
3394,@ work  wish i was outside . i should take my break soon!!!!,0
3395, @USER  aw  he just won an aerial :-o,0
3396," @USER  no iis in place or iis6 only, explicit control over startup/shutdown without writing custom behaviors, others... will blog. ",1
3397, @USER  yes &amp; i have two wonder-full adult stepsons who love me enough so as to tell me to call them my 'sons' ,1
3398," @USER  yeah, but how's the humidity? ",1
3399, @USER   WEBSITE2018 but all says not in stock ,0
3400, @USER  nope they didn't have it ,0
3401, @USER  yea i remember it ,1
3402, @USER  i'm looking at mine and i can't even get to it... school work sucks...atleast when u get home that's it  lol,0
3403, @USER  i'd email 'em back tmi ,1
3404,ok so i lied... late night cravings and george lopez got the best of me. lol. so much for community service tomorrow ,1
3405," @USER  it is still only 1st coffee of the day for me ! happy tuesday, off to see jeff dunham and achmed the dead terrorist tonight ! ",1
3406," @USER  i am dark ash blonde.... and most people think i am highlighting the front of my hair, when it is actually grey hair! ",1
3407,"sounds good to me - a national beer day :  WEBSITE2018 now, can we do this over here? ",1
3408, @USER  lmao im sorry poohpot i ate it all! ,0
3409," @USER  whah! thats crazy, amazing crazy but crazy! 9 discs!!! must have! ",1
3410," @USER  i wanna go, but i am only 20!!!! ",0
3411,very tired this morning - no idea why! great start to the day ,0
3412,so glad i made it through work - with an extra hour too and my paycheck.  still waiting on the one i lost though ,0
3413,"boredum.. can be, well.... boring. lol still figuring out twitter.. hi mitchel... lol sorry im bugging you but i only have 3 peeps so far ",1
3414," @USER  i missed the good night, so i'll respond with good morning. ",1
3415, @USER  what do don't think ily?? nawwww ,0
3416,i'm on brookes computer on piczo and twitter watching viva la bam. ?luv it? its 1:00 am and still in my skinny jeans. ,1
3417,"no reply from  @USER  *pout* shes prob out and about and forgot the phone, but still. ",0
3418, @USER  congrats!!  i totally forgot to submit photos ,0
3419,i'm frankly disappointed and offended that there is a blogger writing against fu penguin ,0
3420, @USER  hot chocolate  xx,1
3421,shhhhhhhhhh....time to watch the hills. ,1
3422,it's be cool to be a dinosaur. rawwwwr. ,1
3423,more deinstallation fun: wielding power drills &amp; being in love with my spreadsheet organization ,1
3424, @USER  ahaha im sure it is. lol ,1
3425, @USER  yes! we had the vhs. i cried when the old man died ,0
3426, @USER  we were discussing dogs in weddings! ,1
3427, @USER  really.like i would buy that sweater from him. i couldnt tell if it was silk or a really nice polyester blend..lovesit chrisb ,1
3428," @USER  it's never too late!  thanks! it was hard, so hard, to concentrate on taking screencaps",1
3429, @USER  gossip girl was a repeat ,0
3430, @USER  oh ok then i am gonna go and buy one for when i come up there ,1
3431,finally finished the 'immigrant' by manju kapur. she forget about ananda towards the closing! the end only covered off nina. ,0
3432,how are you?  ,1
3433,going to bed and then up early to prep for an interview in cleveland tomorrow ,1
3434, @USER   @USER  unfortunately just a week  and nooo we couldn't make it to the concert!,0
3435, @USER  what? you have a life? come on.  ,1
3436,"four games this fall: modern warfare 2, halo 3 odst, brutal legend, and bioshock 2 i need more cash ",0
3437," @USER  woo, you won't regret it. ",1
3438,missed brent at praise band.   no fun to not have the your lead guitarist.  &lt;pout&gt;,0
3439,im so tired this morning and there was only cold shower water!not happy ,0
3440,"omg, i would have died!!! actually no, i take that back...i keep an updated version on my x:drive so it's all good ",1
3441, @USER  you should show this  WEBSITE2018 to people before you subject them to my indifference ,1
3442," @USER  me too. :] maybe i'll see you there? i mean, its not like there are going to be thousands of people anyways. ha. so stoked. ",1
3443," @USER  lead me to the cross is one of my favorites!! great job, d!!! ",1
3444,going to disneyland!!! super stoked! already missin the bf though ,0
3445, @USER  good to hear you're busy!! has spring finally arrived over there or are you doing egg hunt in snow? ,1
3446, @USER  do these virtual volumes mean you can have different filesystems? say zfs ,1
3447," @USER  ah yes, twitter seems to be the perfect venue for whining and wasting time.  now that's my idea of fun ",1
3448,not feeling v good abt myself ,0
3449,greaaat my lappy won't turn on  wtffffff,0
3450,going to go and read new moon for the 3rd time  i cant get enough of twilight series ,1
3451,im meeting up with one of my besties tonight! cant wait!!  - girl talk!!,1
3452, @USER  wouldn't want you any other way! ,1
3453, @USER  depends on which version they thought you  the one i know doesn't go like that ;),1
3454," @USER  that's a reaction to urban crime and a view not held outside those cities. there's a con equivalent, too-the death penalty ",1
3455,godbless coffee ,1
3456,"ok, so entwine's tour bus caught on fire and i'm not ok w/that!  now that's them and kill hannah with a close call in the past 12mos. ",0
3457,"packing up, loading out, over to bro's for the morning, then off for san antonio in the afternoon... tonight, we take (in) the alamo! ",1
3458, @USER  - thinking about it - or maybe just moving within the bldg ,1
3459, @USER  you're welcome! scotch_mist was the best thing i ever saw on tv on new year's eve. ,1
3460,thinking and planning ,1
3461,for everyones clarification i am not on the run from the law or anything i am just having a few quiet months trying not to go out ,1
3462,"good morning! ready 2 go, but i want 2 go back 2 bed ",0
3463,lets drop ..ich hatte gerade kï¿½se auf toast. germandoo. oh the joy of knowing some words in german  (via twitt..  WEBSITE2018 ,1
3464, @USER  ,0
3465,i'm officially going to bed! goodnight ,1
3466,good nigh averyone. it is 9:44 pm in korea. ,1
3467," @USER  yep, but we fought back well. think it will turn out to be the decisive moment in winning the league again though ",1
3468," @USER  neat!  red cross &amp; red crescent-red lion with sun (that one was withdrawn--unity, i stand with them. ",1
3469," @USER  congrats from peru! you were/are amazing! i was speechless,thank u so much! come here someday plz, ill wait forever seriously! ",1
3470, @USER  i think they put mirrors in lifts/elevators to make the ride go faster - (we can't help but look at ourselves)  ,1
3471,yes yes still trying to find a picture that will upload correclty.. ,0
3472,"job interview in cardiff today, wish me luck! got about 3 hours sleep ",0
3473,i want to get back in bed ,0
3474,ooops. just ate a panini from w-mart cold that says it needed to be thoroughly cooked. it didn't taste raw. i die nao from f. poisoning? ,0
3475," @USER  rob, your my fav kardashian, please say hi to me ",1
3476, @USER  i guess that's a no then. ,0
3477,"just observed the update look of #alexa website,  WEBSITE2018 , looks great, seems alexa is improving ",1
3478,woke up to early and can't go back to sleep ,0
3479,had a great night..really enjoying life  ,1
3480, @USER  i don't know the dance. ,0
3481," @USER  never again will i click on a link that screams, &quot;i'm a spider, i'm a spider&quot;. i should have known better. yucky ",0
3482,where's derrick   WEBSITE2018 ,0
3483,help! i need a new boyfriend... i'm stuck in a rut ,0
3484, @USER  that is a pretty good one! ,1
3485," @USER  i don't think there's one close by. last time i checked, the closest one was 70 miles away! ",0
3486,i feel like i am the only &quot;twitterer&quot; not on tweetdeck. ,0
3487,cool!  now i have my own leaping theme music! i am going to forgo thinking about the fact that it is the pepe le pew music and just leap ,1
3488,wow.... ubuntu beta on my netbook. ,1
3489, @USER  welcome to twitter!! ,1
3490, @USER  thinkn of how proud i am 2 share this ride with u &quot;thank u&quot;just doesnt say enough ill b 4ever grateful. ,1
3491, @USER  not at all.  i was so offline from here for about 6 wks with my packing and then moving to #vegas. ,1
3492,played another hand very bad and lost half my stack ,0
3493," @USER  ah yes, i subscribe as well ",1
3494,also i shouldve bern asleep an hour ago ,0
3495,soooo much work to get through...but i'll get there ,1
3496," @USER  to each her own, i say!  ",1
3497,"there is a stray cat on campus that looks like garfield. the students are always feeding him, so he is very fat. like me. ",1
3498, WEBSITE2018 - fragrance house offer up to 70 % off ! amazing ,1
3499," @USER  no internet at home, have to drive into ox to use internet because of builders! ",0
3500," @USER  i miss u miranda, pleez come back online ",0
3501, @USER  i feel that way about sleep. what's the point if i am just going to wake up in a few hours anyway! ,1
3502,someone please take gossip girl away from me. i'm addicted ,0
3503,i'm afraid i had bad code. ,0
3504, @USER  from me based on the teachings of the kabbalah and judaism ,1
3505," @USER  no, that's just the mirror you're looking in. ",1
3506,emily will be glad when mommy is done training at her new job. she misses her.   WEBSITE2018 ,0
